"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CSDE1",8.84454660403154e-138,1.20722559920939,0.373,0.183,2.85608098937386e-133,"1","CSDE1"
"YWHAZ",4.33859128615578e-135,0.824436285467028,0.716,0.619,1.40101789812542e-130,"1","YWHAZ"
"GNAS",6.03336642976755e-135,0.929135390790913,0.615,0.477,1.94829468750054e-130,"1","GNAS"
"HLA.DPB1",2.53765415300631e-133,1.53081065928995,0.283,0.105,8.19459279088798e-129,"1","HLA.DPB1"
"TSPYL2",6.95453565488237e-133,1.51629160685096,0.327,0.147,2.24575865367462e-128,"1","TSPYL2"
"PTP4A1",8.57417611096836e-132,1.23101276159758,0.284,0.109,2.7687729497539e-127,"1","PTP4A1"
"NASP",4.12613244359026e-131,1.26507860394321,0.412,0.233,1.33241068868417e-126,"1","NASP"
"TAB2",1.28290264012779e-130,1.23846094920583,0.268,0.098,4.14274920550067e-126,"1","TAB2"
"CDKN1B",5.42635189638972e-130,1.30167714285558,0.28,0.109,1.75227755438217e-125,"1","CDKN1B"
"RPS3AP47",4.22636059350902e-129,0.921015009639406,0.634,0.491,1.36477636285593e-124,"1","RPS3AP47"
"CACYBP",2.89167938297799e-128,1.36196942400157,0.34,0.164,9.33781106351251e-124,"1","CACYBP"
"PRDM1",1.78781133034192e-126,1.3017924248206,0.253,0.087,5.77320034794012e-122,"1","PRDM1"
"NSD3",3.45441508334056e-126,1.25684886940448,0.301,0.129,1.11549971871233e-121,"1","NSD3"
"CAP1",6.04909233724781e-126,1.11150159848557,0.31,0.133,1.95337289754406e-121,"1","CAP1"
"CYBA",1.67951707726339e-124,1.10656699751053,0.336,0.161,5.42349654589894e-120,"1","CYBA"
"CLEC2B",2.18961136871467e-123,1.31916737830814,0.28,0.11,7.07069303185342e-119,"1","CLEC2B"
"LRRFIP1",1.14697191438526e-121,1.19591662143272,0.346,0.172,3.70380170593287e-117,"1","LRRFIP1"
"ACTR3",1.27349624511718e-121,1.12978144129615,0.311,0.138,4.1123740747324e-117,"1","ACTR3"
"PRNP",4.37959317485322e-121,1.24395162947969,0.312,0.142,1.4142582280236e-116,"1","PRNP"
"PTPN1",1.22284523728509e-120,1.19239244024217,0.256,0.094,3.94881184024101e-116,"1","PTPN1"
"SET",6.17069231030499e-119,1.08122402315142,0.473,0.32,1.99263996084369e-114,"1","SET"
"HNRNPA2B1",2.42595854141727e-117,0.852709111733081,0.666,0.591,7.83390532194464e-113,"1","HNRNPA2B1"
"GBP2",3.0195813386012e-117,1.13074006391028,0.263,0.101,9.75083205861098e-113,"1","GBP2"
"RP11.422P24.9",1.67171685897004e-116,0.90433727069002,0.617,0.487,5.39830808098604e-112,"1","RP11.422P24.9"
"LITAF",3.03859152021561e-114,1.30919261090407,0.279,0.119,9.81221973708023e-110,"1","LITAF"
"PPP2CA",3.88970060590496e-114,1.12706653195662,0.339,0.171,1.25606211965883e-109,"1","PPP2CA"
"TMEM50A",4.00062693874608e-114,1.13728334274725,0.325,0.158,1.29188245105988e-109,"1","TMEM50A"
"MOB1A",1.30196567483993e-113,1.07914215641019,0.265,0.106,4.20430755719309e-109,"1","MOB1A"
"DUSP16",1.99362728433661e-112,1.32973864641032,0.271,0.114,6.43782122657977e-108,"1","DUSP16"
"SON",2.86187651098014e-112,1.01074116426146,0.5,0.354,9.24157162925707e-108,"1","SON"
"TMBIM6",8.47236418370441e-111,1.00270394608499,0.495,0.353,2.73589584220183e-106,"1","TMBIM6"
"RPL28",8.09242656959707e-110,0.570139030137547,0.865,0.789,2.61320638785429e-105,"1","RPL28"
"FOSL2",2.12078204446217e-109,1.25440558743783,0.356,0.197,6.84842937797723e-105,"1","FOSL2"
"RPS14",3.81237534150554e-109,0.592098818007546,0.841,0.742,1.23109224527897e-104,"1","RPS14"
"PTGES3",4.01127397944321e-109,1.11796867745318,0.384,0.225,1.2953205934418e-104,"1","PTGES3"
"JOSD1",1.55912843046654e-108,1.15439280115995,0.268,0.113,5.03473752766256e-104,"1","JOSD1"
"ZFAND5",8.21862490632507e-107,1.1330949984359,0.37,0.209,2.65395835475049e-102,"1","ZFAND5"
"ID2",7.15508119704821e-105,1.28511199383542,0.474,0.325,2.31051882015081e-100,"1","ID2"
"RPL27",1.47719122259464e-104,0.757997487889968,0.686,0.589,4.77014589600263e-100,"1","RPL27"
"TLN1",4.11273654385899e-104,1.0617006720784,0.299,0.14,1.32808488474294e-99,"1","TLN1"
"LDHA",4.43001677946564e-104,0.913115204315606,0.613,0.521,1.43054101842504e-99,"1","LDHA"
"WNK1",6.56297850051367e-103,1.12072945715336,0.4,0.248,2.11931701738588e-98,"1","WNK1"
"YME1L1",7.42738142302353e-102,1.08110753150733,0.296,0.142,2.39845000912276e-97,"1","YME1L1"
"YWHAB",3.47163294039165e-101,1.11588315939244,0.422,0.275,1.12105970911127e-96,"1","YWHAB"
"ETF1",1.16483391092444e-100,1.04429698458005,0.277,0.126,3.76148166515722e-96,"1","ETF1"
"PDCD4",5.08369643172643e-100,1.11569838979533,0.26,0.113,1.6416272517331e-95,"1","PDCD4"
"ARPC2",1.24181207524389e-99,0.991512797736929,0.488,0.362,4.01005955337756e-95,"1","ARPC2"
"PIM3",1.81392116873425e-99,1.20446157299924,0.379,0.229,5.85751423807665e-95,"1","PIM3"
"DDX24",3.23921265742114e-99,1.15174409767901,0.311,0.161,1.04600655133444e-94,"1","DDX24"
"EPC1",3.83366957551354e-99,1.12231583444671,0.263,0.115,1.23796857932483e-94,"1","EPC1"
"HLA.DPA1",1.33242887733891e-98,1.47260364088032,0.284,0.135,4.30267933070282e-94,"1","HLA.DPA1"
"RAD21",1.19208759067076e-97,1.13157429197235,0.37,0.221,3.84948924779402e-93,"1","RAD21"
"YY1",2.63428452706338e-96,1.09733742584284,0.365,0.216,8.50663159479306e-92,"1","YY1"
"NHSL2",5.45837350398038e-96,0.887597733108325,0.481,0.346,1.76261797190534e-91,"1","NHSL2"
"RPL10",1.81576287762764e-95,0.583676445473643,0.789,0.697,5.86346148443517e-91,"1","RPL10"
"SEPT7",2.0596505346926e-92,0.955401123783296,0.273,0.125,6.65102350662936e-88,"1","SEPT7"
"RPL11",4.53621948156799e-92,0.626412974499521,0.763,0.688,1.46483599498794e-87,"1","RPL11"
"SURF4",2.62390899737568e-91,1.04700862465765,0.267,0.125,8.47312693432554e-87,"1","SURF4"
"RPS15A",9.48133985146985e-91,0.545614448747329,0.848,0.77,3.06171426483665e-86,"1","RPS15A"
"SERBP1",1.07507273040361e-90,1.0220888097998,0.426,0.297,3.47162486101933e-86,"1","SERBP1"
"RBBP6",1.10856943508691e-90,1.12043908303722,0.382,0.24,3.57979241978265e-86,"1","RBBP6"
"RPL14",1.62660789086185e-90,0.695020493889397,0.672,0.581,5.2526422011711e-86,"1","RPL14"
"RPS9",3.32271733459471e-90,0.517571873321145,0.799,0.701,1.07297188168732e-85,"1","RPS9"
"DDX6",4.3031930552108e-90,1.068240471736,0.262,0.122,1.38958710138867e-85,"1","DDX6"
"MAP2K3",5.40262731507925e-90,1.06862380991286,0.259,0.119,1.74461641258539e-85,"1","MAP2K3"
"GNB1",5.77901075068487e-90,0.951686186349432,0.319,0.17,1.86615815161116e-85,"1","GNB1"
"PMAIP1",1.0590977711055e-89,1.32641961924415,0.34,0.196,3.42003852245388e-85,"1","PMAIP1"
"YWHAQ",2.04786195619011e-86,1.01901673769061,0.307,0.168,6.61295582892912e-82,"1","YWHAQ"
"GSPT1",3.34558176310663e-86,1.08264440935764,0.289,0.151,1.08035526294239e-81,"1","GSPT1"
"CAPZB",1.21858767425299e-85,0.770998177497108,0.609,0.546,3.93506331769777e-81,"1","CAPZB"
"TUBA1B",1.5297193489954e-85,0.979975231081009,0.54,0.445,4.93976972177594e-81,"1","TUBA1B"
"RAB11FIP1",3.52106693181059e-85,1.17959629801028,0.299,0.159,1.13702293362028e-80,"1","RAB11FIP1"
"YBX1",4.37668795829838e-85,0.885866025122453,0.501,0.394,1.41332007549371e-80,"1","YBX1"
"ITGB1",1.96556520775894e-84,0.991912282446018,0.336,0.191,6.34720316889518e-80,"1","ITGB1"
"EIF3A",6.47863180008249e-84,0.978964990240648,0.406,0.271,2.09207978088264e-79,"1","EIF3A"
"DAZAP2",9.70599857894523e-84,1.00034629538648,0.348,0.21,3.13426106111299e-79,"1","DAZAP2"
"NUFIP2",4.60752857637411e-82,1.04112589793847,0.281,0.147,1.48786312788273e-77,"1","NUFIP2"
"MAP7D1",6.13167689463419e-82,0.958065101559993,0.256,0.122,1.98004110281527e-77,"1","MAP7D1"
"RNF10",1.97597264079116e-81,1.00090580841432,0.252,0.121,6.38081085164281e-77,"1","RNF10"
"BHLHE40",2.54390219685622e-81,1.11938643503059,0.311,0.174,8.21476897408811e-77,"1","BHLHE40"
"RPS23",1.01651003304408e-80,0.511641273611752,0.874,0.812,3.28251419870594e-76,"1","RPS23"
"TXNIP",1.4650721902494e-80,1.0534910649137,0.276,0.137,4.73101111675338e-76,"1","TXNIP"
"DNAJB1",1.495779078696e-80,1.18571028637992,0.62,0.546,4.83016980092514e-76,"1","DNAJB1"
"PTBP1",1.67949084438989e-80,0.996116780531168,0.364,0.231,5.42341183470382e-76,"1","PTBP1"
"LASP1",3.13113694168124e-80,0.978364639214891,0.253,0.121,1.0111067412077e-75,"1","LASP1"
"CDV3",6.44227844819814e-79,1.01154967959947,0.294,0.161,2.08034055649214e-74,"1","CDV3"
"RP1.69E11.2",1.78822654990669e-78,0.838658830354778,0.522,0.411,5.77454117495868e-74,"1","RP1.69E11.2"
"KIAA1551",2.90136450844105e-78,1.04083928378756,0.25,0.121,9.36908627065784e-74,"1","KIAA1551"
"C6orf62",6.48248436288311e-78,0.988461955512377,0.33,0.197,2.09332385046221e-73,"1","C6orf62"
"TOB1",8.22565788778732e-76,1.04841969475404,0.412,0.29,2.65622944512428e-71,"1","TOB1"
"MORF4L1",2.17457001328703e-75,0.956526926225416,0.395,0.27,7.02212148690649e-71,"1","MORF4L1"
"WDR26",2.21580060117652e-75,0.9727956501583,0.257,0.129,7.15526330131922e-71,"1","WDR26"
"EEF2",8.90330125914032e-75,0.717201010826391,0.583,0.492,2.87505404260159e-70,"1","EEF2"
"RP11.20O24.4",4.02779782800721e-74,0.862794940101935,0.44,0.325,1.30065647462009e-69,"1","RP11.20O24.4"
"EIF4B",6.93504861357406e-74,0.946187047540543,0.264,0.137,2.23946589829534e-69,"1","EIF4B"
"TMEM123",8.63520299389571e-74,1.00554999101208,0.289,0.161,2.7884797507888e-69,"1","TMEM123"
"TUBB4B",3.45127058274618e-72,0.973617095311408,0.456,0.351,1.1144842965804e-67,"1","TUBB4B"
"SUN2",1.03734993299754e-71,1.00492653463767,0.275,0.149,3.34981040363564e-67,"1","SUN2"
"LMNA",1.52169920606757e-71,1.11246682783042,0.562,0.52,4.9138710762334e-67,"1","LMNA"
"FGFR1OP2",3.02732913712199e-70,0.965451365474013,0.256,0.134,9.77585124959432e-66,"1","FGFR1OP2"
"RPL34P33",8.5569156872461e-70,0.825759601013187,0.5,0.399,2.76319921372551e-65,"1","RPL34P33"
"RPL19",6.39764781318123e-68,0.542929940055691,0.734,0.666,2.06592843183248e-63,"1","RPL19"
"TOP1",1.48098446921292e-66,0.938370060378646,0.287,0.166,4.78239504798237e-62,"1","TOP1"
"PHLDA1",1.08862845145649e-64,1.00969668148265,0.289,0.168,3.5153989954433e-60,"1","PHLDA1"
"HNRNPUL1",1.34593335067921e-64,0.977028888053871,0.311,0.194,4.3462879760133e-60,"1","HNRNPUL1"
"AC008155.1",1.26743976240654e-63,0.904407800869801,0.328,0.215,4.09281648076318e-59,"1","AC008155.1"
"CAPZA1",2.38355934356086e-63,0.922904678427773,0.29,0.174,7.69698983222671e-59,"1","CAPZA1"
"RP11.884K10.5",6.17540096478237e-63,0.974722764073807,0.3,0.186,1.99416047954752e-58,"1","RP11.884K10.5"
"RPL4",1.28261616900678e-62,0.628411291577838,0.578,0.491,4.14182413295668e-58,"1","RPL4"
"PRPF38B",7.43362369333122e-62,0.976146067611652,0.274,0.16,2.40046576305052e-57,"1","PRPF38B"
"NAA50",1.7513389522347e-61,0.985019550341651,0.273,0.16,5.6554237445563e-57,"1","NAA50"
"RPL34P34",2.00344293191665e-61,0.838226864029881,0.477,0.39,6.46951791574526e-57,"1","RPL34P34"
"BTG2",2.52679626853951e-61,0.998718737067499,0.251,0.137,8.1595305103678e-57,"1","BTG2"
"RPL26",6.94318191966744e-61,0.534978753460825,0.705,0.654,2.24209230549901e-56,"1","RPL26"
"SAP18",1.04746132480789e-60,0.904480407252968,0.399,0.3,3.38246211006962e-56,"1","SAP18"
"ARF6",1.76459926608477e-60,0.930679257056402,0.364,0.261,5.69824395004094e-56,"1","ARF6"
"RACK1",1.9638893096093e-60,0.612472560757131,0.614,0.555,6.34179135859036e-56,"1","RACK1"
"RPL6P27",2.09030529183614e-60,0.651864316579067,0.58,0.515,6.75001384839726e-56,"1","RPL6P27"
"RPS19",4.9585581769601e-60,0.385760508979132,0.891,0.823,1.60121760650396e-55,"1","RPS19"
"RPS4Y1",5.52917342661119e-60,0.923333338522452,0.293,0.182,1.78548068292128e-55,"1","RPS4Y1"
"RP11.320L13.2",6.2784758074775e-60,0.528060112401172,0.735,0.674,2.02744540775063e-55,"1","RP11.320L13.2"
"SP100",4.15805123995876e-59,0.866070359160691,0.26,0.147,1.34271790640748e-54,"1","SP100"
"IRF2BP2",5.50938175834863e-59,0.975930532983103,0.352,0.248,1.77908955740594e-54,"1","IRF2BP2"
"SDCBP",1.8835362115424e-58,0.990858623817711,0.278,0.169,6.0823151343127e-54,"1","SDCBP"
"MAPKAPK2",2.41844391341306e-58,0.874988630495985,0.277,0.166,7.80963908519345e-54,"1","MAPKAPK2"
"RPLP2",5.64643467346745e-57,0.451579832889901,0.832,0.791,1.82334668475611e-52,"1","RPLP2"
"HSPA4",7.24429209988241e-57,0.953584404939184,0.255,0.15,2.33932680489403e-52,"1","HSPA4"
"TFRC",1.75078931152244e-56,0.981004185442374,0.318,0.213,5.65364884476827e-52,"1","TFRC"
"NR4A1",5.48411173471364e-56,1.12721138923495,0.406,0.313,1.77092936137373e-51,"1","NR4A1"
"MYL6",3.15642589120003e-55,0.451487710781026,0.77,0.763,1.01927304878631e-50,"1","MYL6"
"PGK1",1.0142804200022e-54,0.773504386575077,0.456,0.374,3.2753143322711e-50,"1","PGK1"
"WSB1",2.30336137354782e-54,0.810267417422553,0.33,0.22,7.43801454746063e-50,"1","WSB1"
"RPL26P19",2.40029184166427e-54,0.633787166084304,0.581,0.522,7.75102241510225e-50,"1","RPL26P19"
"NOP58",2.13738584641731e-53,0.950813070557096,0.259,0.158,6.90204637525078e-49,"1","NOP58"
"UBE2S",2.26446829921201e-53,0.897457675631392,0.431,0.344,7.31242103181542e-49,"1","UBE2S"
"CLDND1",1.27953105556208e-52,0.939810455791998,0.251,0.148,4.13186168462107e-48,"1","CLDND1"
"PRPF40A",4.78657185931777e-51,0.922068538298547,0.26,0.159,1.54567978481089e-46,"1","PRPF40A"
"HNRNPF",1.17966528988363e-50,0.879234659172963,0.322,0.225,3.80937515409222e-46,"1","HNRNPF"
"RPL3",1.41319076100414e-50,0.417096387190255,0.776,0.71,4.56347560543456e-46,"1","RPL3"
"HNRNPH1",3.15064777274833e-50,0.822531465878351,0.419,0.338,1.01740717877589e-45,"1","HNRNPH1"
"TAGLN2",3.36872620163936e-50,0.544051284148018,0.693,0.659,1.08782906503338e-45,"1","TAGLN2"
"SPTAN1",3.38238018831746e-50,0.846883557383803,0.281,0.179,1.09223821041148e-45,"1","SPTAN1"
"RAN",2.20857530381258e-48,0.780107648300573,0.44,0.367,7.13193137107158e-44,"1","RAN"
"HLA.DRB1",5.71259257955396e-48,1.27757247768107,0.526,0.5,1.84471039578956e-43,"1","HLA.DRB1"
"ZNF207",6.25339323752345e-48,0.862772366072528,0.289,0.192,2.01934574426107e-43,"1","ZNF207"
"PCBP2",2.44438463896724e-47,0.759153577757884,0.438,0.373,7.893406876153e-43,"1","PCBP2"
"PABPC1",4.40778667849202e-47,0.353229373624151,0.835,0.808,1.42336247421864e-42,"1","PABPC1"
"ARF1",1.65816985775079e-46,0.750830536471887,0.461,0.392,5.35456210464886e-42,"1","ARF1"
"SLC25A3",4.45033374567295e-46,0.789490850843408,0.385,0.304,1.43710177315271e-41,"1","SLC25A3"
"RPS27A",9.53868602811176e-46,0.36960497212594,0.886,0.867,3.08023249219785e-41,"1","RPS27A"
"BTF3",1.64307090965228e-45,0.72788358985612,0.448,0.374,5.30580458144913e-41,"1","BTF3"
"STAT3",2.34108637975733e-45,0.802879203646041,0.28,0.184,7.55983613751237e-41,"1","STAT3"
"SH3BGRL3",3.37320196430361e-45,0.61080753676347,0.598,0.569,1.08927437831292e-40,"1","SH3BGRL3"
"PCBP1",1.4428028722225e-44,0.768349604851391,0.439,0.377,4.6590990349809e-40,"1","PCBP1"
"AHSA1",5.14979660486061e-44,0.875935389244908,0.356,0.277,1.66297231964159e-39,"1","AHSA1"
"CTD.2287O16.1",4.01131475313351e-43,0.731837819517885,0.42,0.352,1.29533376008187e-38,"1","CTD.2287O16.1"
"SUB1",5.64229999550948e-43,0.74506669453933,0.356,0.273,1.82201151454992e-38,"1","SUB1"
"H3F3A",2.09970632114053e-42,0.475865791816183,0.639,0.618,6.78037165222701e-38,"1","H3F3A"
"HNRNPAB",2.2675607461165e-42,0.838384050720899,0.326,0.245,7.32240716135941e-38,"1","HNRNPAB"
"RPS15AP1",2.75481535748875e-42,0.447086260814015,0.712,0.669,8.89584975240267e-38,"1","RPS15AP1"
"RP11.332E4.1",5.73461739004003e-42,0.567808807407088,0.573,0.537,1.85182264759173e-37,"1","RP11.332E4.1"
"RPL13",6.78252982379169e-42,0.368152711795885,0.86,0.805,2.19021453069881e-37,"1","RPL13"
"RPL15",1.69055527975427e-40,0.514095635652542,0.603,0.564,5.45914110938249e-36,"1","RPL15"
"RPL10P3",5.74974468513787e-40,0.544165336063763,0.562,0.513,1.85670755372472e-35,"1","RPL10P3"
"SKP1",7.59415716875745e-40,0.709723936665158,0.312,0.226,2.45230523293516e-35,"1","SKP1"
"IVNS1ABP",1.02874662580358e-39,0.790106514325397,0.265,0.177,3.32202860404493e-35,"1","IVNS1ABP"
"JUNB",3.3051914326455e-39,0.79646384343026,0.667,0.68,1.06731241742988e-34,"1","JUNB"
"ATF4",5.85886919642806e-39,0.673062809560774,0.518,0.485,1.89194604091055e-34,"1","ATF4"
"HSPA9",9.52709577750982e-39,0.794070651009617,0.274,0.191,3.07648976847347e-34,"1","HSPA9"
"RPL10A",1.30020866516434e-38,0.419391950905142,0.733,0.707,4.19863382154868e-34,"1","RPL10A"
"BCLAF1",2.38999509741773e-38,0.872427401898474,0.295,0.214,7.71777216858135e-34,"1","BCLAF1"
"RPL32",4.52685339267449e-37,0.391809006010322,0.773,0.736,1.46181149756245e-32,"1","RPL32"
"TRA2B",5.95345396708822e-37,0.698115240953897,0.425,0.365,1.92248935505213e-32,"1","TRA2B"
"RSL1D1",1.95033982889277e-36,0.788973086768149,0.289,0.211,6.29803737546053e-32,"1","RSL1D1"
"BPTF",4.9749368103738e-36,0.796342592576659,0.299,0.219,1.60650659480591e-31,"1","BPTF"
"UBA52",7.08797800186551e-36,0.329821074836012,0.76,0.726,2.28884985636241e-31,"1","UBA52"
"MYH9",9.01887962464916e-36,0.664316147564496,0.398,0.331,2.91237660839171e-31,"1","MYH9"
"RPS26",9.46410007112494e-36,0.554090017256339,0.571,0.55,3.05614719496766e-31,"1","RPS26"
"NACA",1.34400440288387e-35,0.589849174535586,0.494,0.45,4.3400590177926e-31,"1","NACA"
"PPP1CB",7.87801665463119e-35,0.730108270640445,0.263,0.183,2.5439691381135e-30,"1","PPP1CB"
"SF1",8.66034593031506e-35,0.794626720982299,0.415,0.365,2.79659890781734e-30,"1","SF1"
"SRSF2",1.02981198975337e-34,0.674198021018979,0.48,0.44,3.32546887731159e-30,"1","SRSF2"
"TCP1",2.28081629609786e-34,0.731340448619859,0.395,0.339,7.36521198335921e-30,"1","TCP1"
"KIF5B",7.61808330777274e-33,0.776645453068393,0.27,0.194,2.46003146174597e-28,"1","KIF5B"
"RP11.365K22.1",9.81238650982198e-33,0.628470408514205,0.452,0.406,3.16861585175171e-28,"1","RP11.365K22.1"
"CCT2",2.80396057381305e-32,0.767009417805241,0.273,0.2,9.05454948495709e-28,"1","CCT2"
"FXYD5",3.57843417429014e-32,0.680528302930928,0.26,0.185,1.15554796356177e-27,"1","FXYD5"
"SYNCRIP",6.75302053778923e-32,0.742079565607797,0.276,0.204,2.1806853920629e-27,"1","SYNCRIP"
"CNBP",9.91609886298512e-32,0.7188555881117,0.331,0.265,3.20210664483515e-27,"1","CNBP"
"MIDN",1.46924448009591e-31,0.850051816070027,0.269,0.197,4.74448427512571e-27,"1","MIDN"
"RP1.182O16.1",7.22579960497374e-31,0.731563548149404,0.323,0.258,2.33335520843812e-26,"1","RP1.182O16.1"
"CD99",1.48499270051709e-30,0.682455143313469,0.269,0.194,4.79533842850977e-26,"1","CD99"
"RBM3",1.99761449933166e-30,0.636553726526283,0.296,0.223,6.45069674124178e-26,"1","RBM3"
"PAPOLA",4.69510956833289e-30,0.731892267971505,0.295,0.229,1.51614478180606e-25,"1","PAPOLA"
"RP11.425L10.1",7.47989960377461e-30,0.542735694450776,0.516,0.483,2.4154091800509e-25,"1","RP11.425L10.1"
"GABARAPL1",1.86701111853475e-29,0.775929135990965,0.269,0.2,6.02895230397241e-25,"1","GABARAPL1"
"DDX17",2.69651414616964e-29,0.659815443943901,0.382,0.327,8.70758348081099e-25,"1","DDX17"
"VCP",1.20458550732732e-28,0.696847843124036,0.259,0.19,3.88984752026139e-24,"1","VCP"
"ATP1A1",1.48159495201953e-28,0.703970691509589,0.348,0.291,4.78436641906147e-24,"1","ATP1A1"
"ATP1B3",3.46455394151425e-28,0.790067248425029,0.498,0.481,1.11877375879378e-23,"1","ATP1B3"
"SRSF3",1.55964949416592e-27,0.726805500510661,0.38,0.333,5.0364201465606e-23,"1","SRSF3"
"GLTSCR2",2.53824539981125e-27,0.679885586584367,0.295,0.23,8.1965020450705e-23,"1","GLTSCR2"
"RPL34P31",2.99112507568701e-27,0.657356304816987,0.338,0.281,9.65894109440848e-23,"1","RPL34P31"
"BAZ1A",6.38342071297359e-27,0.735331423366607,0.263,0.197,2.06133421663343e-22,"1","BAZ1A"
"RPL18",7.28824997205319e-27,0.347093413585766,0.689,0.665,2.35352168097542e-22,"1","RPL18"
"DYNLL1",9.41417890503779e-27,0.649372899485404,0.445,0.415,3.0400266520148e-22,"1","DYNLL1"
"TAP1",1.32589543274233e-26,0.665538048893948,0.323,0.263,4.28158153141153e-22,"1","TAP1"
"NFKBIZ",1.8280008634502e-26,0.821746530043316,0.307,0.25,5.90298038825337e-22,"1","NFKBIZ"
"HEXIM1",4.75029022205994e-26,0.650696828716499,0.366,0.31,1.5339637185076e-21,"1","HEXIM1"
"SRSF7",5.28965607332516e-26,0.669596192313051,0.398,0.355,1.70813573919816e-21,"1","SRSF7"
"KDM2A",6.08693499734829e-26,0.72179656459767,0.316,0.259,1.96559304934371e-21,"1","KDM2A"
"CLIC1",6.78518868228337e-26,0.627450070152651,0.292,0.231,2.19107312928295e-21,"1","CLIC1"
"RSRP1",2.14882378801854e-25,0.693041855371944,0.284,0.221,6.93898177626947e-21,"1","RSRP1"
"HNRNPDL",3.88459211190364e-25,0.622807667060627,0.423,0.392,1.25441248477592e-20,"1","HNRNPDL"
"PFDN5",4.05396697746048e-25,0.568071599230925,0.435,0.405,1.30910701636154e-20,"1","PFDN5"
"ZFP36",4.46827112518189e-25,0.4342737834669,0.68,0.682,1.44289411174374e-20,"1","ZFP36"
"SOD1",5.62595337022161e-25,0.668244609103992,0.481,0.471,1.81673286231196e-20,"1","SOD1"
"CCND2",1.40516862847327e-24,0.784574075496798,0.308,0.258,4.53757053506587e-20,"1","CCND2"
"RPL13AP5",2.11868071059912e-23,0.535104594449288,0.476,0.456,6.84164375066669e-19,"1","RPL13AP5"
"AC144530.1",2.76919133091666e-23,0.591363469025201,0.363,0.321,8.94227264579606e-19,"1","AC144530.1"
"DDX21",9.99464217062756e-23,0.737353073756942,0.262,0.208,3.22746984973905e-18,"1","DDX21"
"HNRNPU",1.03382639470998e-22,0.579187365723459,0.466,0.456,3.33843219379746e-18,"1","HNRNPU"
"RPL7A",2.62773566021949e-22,0.349100377489383,0.656,0.636,8.48548399398078e-18,"1","RPL7A"
"PRRC2C",3.51586626647842e-22,0.639753898498418,0.393,0.359,1.13534353477121e-17,"1","PRRC2C"
"EEF1B2",5.44461919567387e-22,0.615309091319428,0.37,0.334,1.75817643066701e-17,"1","EEF1B2"
"NFKBIA",2.17290561649561e-21,0.408300510092458,0.592,0.592,7.01674681678763e-17,"1","NFKBIA"
"RBM8A",2.57554356107121e-21,0.626214703674953,0.351,0.31,8.31694526741117e-17,"1","RBM8A"
"SRSF5",2.61944830634898e-20,0.632390272299678,0.389,0.362,8.45872247086214e-16,"1","SRSF5"
"ZC3H12A",3.06980648219962e-20,0.702092422886796,0.361,0.331,9.91301909231903e-16,"1","ZC3H12A"
"SEPT9",4.9714493444639e-20,0.667670812466665,0.33,0.292,1.60538042231428e-15,"1","SEPT9"
"RBM39",9.65832242224389e-20,0.395079509486436,0.612,0.626,3.118865476591e-15,"1","RBM39"
"ATP5B",2.46019911965945e-19,0.624726338215833,0.316,0.275,7.94447499720429e-15,"1","ATP5B"
"TRIM28",2.73781820861482e-19,0.651780136074678,0.316,0.277,8.84096255925899e-15,"1","TRIM28"
"CHD4",5.30248691103122e-19,0.633375234481242,0.409,0.392,1.7122790733102e-14,"1","CHD4"
"SAT1",8.77093116181858e-19,0.484319341339522,0.527,0.524,2.83230909077446e-14,"1","SAT1"
"RBM25",8.94099961595314e-19,0.597467041100814,0.354,0.317,2.88722759598359e-14,"1","RBM25"
"CXCL8",3.47380780812574e-18,0.677661248902599,0.181,0.28,1.12176201739996e-13,"1","CXCL8"
"PGAM1",5.0520561486502e-18,0.56650751171427,0.275,0.23,1.63140997152212e-13,"1","PGAM1"
