"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MDK2",2.38528272367494e-07,0.563937578403251,0.378,0.267,0.00770255497129113,"3","MDK"
"PARK7",1.07054497203766e-06,0.382916297348221,0.32,0.211,0.0345700382370402,"3","PARK7"
"HSP90B11",1.71044593005225e-06,0.405551830858078,0.544,0.429,0.0552337199732472,"3","HSP90B1"
"HP1BP3",1.82299306201464e-06,0.266978073713848,0.288,0.181,0.0588680919585767,"3","HP1BP3"
"STAT1",1.93603062293863e-06,0.418242651763708,0.36,0.253,0.0625183008759343,"3","STAT1"
"ECE1",2.52576026643595e-06,0.444571889442392,0.259,0.168,0.0815618505237498,"3","ECE1"
"PHLDA11",3.00327855054206e-06,0.359451752779486,0.314,0.211,0.0969818709541043,"3","PHLDA1"
"EEF21",3.32461929992997e-06,0.260433026867259,0.645,0.522,0.107358606433338,"3","EEF2"
"RPL271",4.18576053982665e-06,0.252127309327416,0.747,0.621,0.135166579352082,"3","RPL27"
"SOD21",4.56775654861104e-06,0.465447693441329,0.282,0.187,0.147501994467748,"3","SOD2"
"CTC.451P13.11",4.73326457634817e-06,0.353999748938786,0.483,0.365,0.152846579699435,"3","CTC.451P13.1"
"PRKAR1A",5.92551407109122e-06,0.361165422125043,0.259,0.165,0.191346700383678,"3","PRKAR1A"
"SLC25A61",1.1345533294927e-05,0.368307517183333,0.413,0.307,0.366369961159784,"3","SLC25A6"
"NORAD",1.39648752177003e-05,0.343861875972825,0.291,0.197,0.450953750529977,"3","NORAD"
"BST21",1.58483231307689e-05,0.33533688132219,0.515,0.408,0.511774050538789,"3","BST2"
"RNH1",1.81413537131642e-05,0.352527174340616,0.285,0.196,0.5858205941055,"3","RNH1"
"CANX1",2.10291191241724e-05,0.307644987027599,0.334,0.234,0.679072314757776,"3","CANX"
"TAPBP1",2.33798482257651e-05,0.312065349386406,0.288,0.194,0.754982058906406,"3","TAPBP"
"SERF21",2.45774909952349e-05,0.260510516415496,0.805,0.698,0.793656339218126,"3","SERF2"
"GPNMB1",4.04765500214417e-05,0.417620609219554,0.294,0.211,1,"3","GPNMB"
"SKP11",5.00789720156736e-05,0.280626737495111,0.355,0.255,1,"3","SKP1"
"FAM129B2",9.38028658386618e-05,0.25215120983616,0.267,0.185,1,"3","FAM129B"
"HIF1A",0.00012695461442946,0.35140650501128,0.276,0.194,1,"3","HIF1A"
"RPL34P11",0.00012834043143469,0.282645595869985,0.349,0.258,1,"3","RPL34P1"
"KIF5B1",0.000168614468656048,0.276513968789883,0.308,0.22,1,"3","KIF5B"
"FOSB2",0.00019848483149693,0.489550269689393,0.64,0.601,1,"3","FOSB"
"HMGB11",0.000228393723441455,0.264620970414051,0.558,0.466,1,"3","HMGB1"
"SSR21",0.000241856159702935,0.258973765937247,0.323,0.237,1,"3","SSR2"
"AC144530.11",0.000398041735906228,0.360266723029808,0.413,0.334,1,"3","AC144530.1"
"CCNI1",0.000419613269668992,0.341832438158101,0.407,0.324,1,"3","CCNI"
"WSB11",0.000539111828006241,0.281276749857611,0.343,0.259,1,"3","WSB1"
"ATP5J",0.000545086588827018,0.347018669434388,0.285,0.209,1,"3","ATP5J"
"OST4",0.000746077494869249,0.254173552646573,0.366,0.288,1,"3","OST4"
"DDX172",0.000780440064103506,0.288574506182948,0.427,0.345,1,"3","DDX17"
"SHISA5",0.00110836567304741,0.333099241863084,0.381,0.307,1,"3","SHISA5"
"RP1.72A23.31",0.00116271564133375,0.254393940731688,0.552,0.46,1,"3","RP1.72A23.3"
"PDLIM11",0.00131449924446908,0.297008908263244,0.276,0.21,1,"3","PDLIM1"
"ID21",0.00145574551640792,0.429313546919282,0.442,0.38,1,"3","ID2"
"IER21",0.00146357847996307,0.33867919071806,0.448,0.376,1,"3","IER2"
"GREM1",0.00149644806955681,0.366818416492586,0.419,0.36,1,"3","GREM1"
"SEC61B1",0.0015859591917937,0.289005685101103,0.314,0.246,1,"3","SEC61B"
"ATP5G21",0.00183951386534634,0.260412161253525,0.413,0.348,1,"3","ATP5G2"
"POLR2L1",0.00210036232750621,0.262538333280495,0.291,0.222,1,"3","POLR2L"
"HES12",0.00268578101146685,0.381929781227423,0.317,0.256,1,"3","HES1"
"BEX31",0.0027792914873631,0.323986447020621,0.294,0.233,1,"3","BEX3"
"CXCL141",0.00385135736864293,1.00674965482654,0.297,0.246,1,"3","CXCL14"
"FTHL20",0.00598455459330219,0.269392683826847,0.25,0.194,1,"3","FTHL20"
"AQP1",0,3.71513442467079,0.646,0.023,0,"4","AQP1"
"ACKR1",0,3.40542564612438,0.545,0.009,0,"4","ACKR1"
"PLVAP",0,3.21972992234645,0.577,0.004,0,"4","PLVAP"
"RNASE1",0,3.03395219508407,0.635,0.019,0,"4","RNASE1"
"VWF",0,3.00479273602354,0.566,0.015,0,"4","VWF"
"EGFL7",0,2.98860257742722,0.587,0.011,0,"4","EGFL7"
"SELE",0,2.66440683338506,0.307,0.004,0,"4","SELE"
"RAMP3",0,2.50408890309145,0.466,0.005,0,"4","RAMP3"
"ENG",0,2.39962261092874,0.492,0.015,0,"4","ENG"
"RAMP2",0,2.23857558731244,0.418,0.005,0,"4","RAMP2"
"SLCO2A1",0,2.12087781232171,0.381,0.009,0,"4","SLCO2A1"
"SOX18",0,2.10355187553046,0.344,0.002,0,"4","SOX18"
"GNG11",0,2.04299977028204,0.381,0.007,0,"4","GNG11"
"ECSCR",0,1.56970045905469,0.27,0.001,0,"4","ECSCR"
"CXorf36",0,1.53557750847726,0.254,0.002,0,"4","CXorf36"
"EMCN",0,1.49204103747392,0.254,0.001,0,"4","EMCN"
"CRIP22",1.03993625980621e-277,3.05210544707049,0.688,0.055,3.35816217016622e-273,"4","CRIP2"
"COL15A1",7.19304929618869e-269,2.18864164825814,0.339,0.01,2.32277947872525e-264,"4","COL15A1"
"CD93",3.24341326724049e-266,1.70833389866002,0.291,0.007,1.0473630122573e-261,"4","CD93"
"ESAM",7.28016200916933e-266,1.46331820106781,0.265,0.005,2.35090991600096e-261,"4","ESAM"
"NPDC1",1.47000315905961e-264,2.31814123686736,0.481,0.025,4.74693420123529e-260,"4","NPDC1"
"IGFBP71",3.40904754793274e-263,3.49498243927943,0.868,0.103,1.10084963417844e-258,"4","IGFBP7"
"SHANK3",5.31628436102938e-241,1.78507598062206,0.296,0.009,1.71673454586361e-236,"4","SHANK3"
"HSPG2",7.3662769981848e-219,3.27109884741276,0.767,0.099,2.37871816825384e-214,"4","HSPG2"
"A2M1",1.00918780197827e-213,2.54470571601634,0.434,0.026,3.25886925014823e-209,"4","A2M"
"COL4A11",1.05718323006654e-205,2.44467052943438,0.444,0.028,3.41385608653087e-201,"4","COL4A1"
"COL4A21",1.07420318156589e-200,2.28211317635305,0.487,0.035,3.46881691391256e-196,"4","COL4A2"
"SPARCL11",1.54843192485193e-151,2.35247716186054,0.471,0.045,5.00019637173184e-147,"4","SPARCL1"
"HYAL2",5.4756344633431e-133,1.96786296228206,0.376,0.033,1.76819188090275e-128,"4","HYAL2"
"ADCY4",3.93812144189268e-128,1.57477242951369,0.275,0.017,1.27169817601598e-123,"4","ADCY4"
"IGFBP41",6.06879987404316e-118,2.43972346842061,0.561,0.088,1.95973685532602e-113,"4","IGFBP4"
"TGM21",1.23853156590683e-110,1.80557457908795,0.354,0.035,3.99946613262634e-106,"4","TGM2"
"VWA1",1.23821715374226e-106,2.08731183702783,0.434,0.057,3.9984508328645e-102,"4","VWA1"
"VAMP5",7.24687100911073e-97,1.5750952963692,0.349,0.039,2.34015958626204e-92,"4","VAMP5"
"MGP1",6.73466770853089e-94,1.85844649216498,0.434,0.061,2.17475889643879e-89,"4","MGP"
"PRCP",4.73691412368308e-82,1.75639296422667,0.307,0.035,1.52964430881974e-77,"4","PRCP"
"SPARC1",5.53777299181416e-69,1.43334116548244,0.46,0.089,1.78825765451663e-64,"4","SPARC"
"KLF2",5.21089451000181e-66,1.80345926984284,0.439,0.086,1.68270205516979e-61,"4","KLF2"
"PTRF1",6.87909357778242e-64,1.85011167697536,0.466,0.102,2.2213968981375e-59,"4","PTRF"
"MCAM1",8.79892856788059e-58,1.23818935655719,0.286,0.041,2.84135001314e-53,"4","MCAM"
"RAI14",1.31462280618465e-57,1.37954251256176,0.259,0.035,4.24517996573149e-53,"4","RAI14"
"BCAM",2.75676749811016e-52,1.39480501946086,0.328,0.06,8.90215360489731e-48,"4","BCAM"
"TCF41",4.31376517638262e-47,1.53128070376363,0.365,0.081,1.39300105075747e-42,"4","TCF4"
"CD742",2.71765063722437e-46,1.48519963779643,0.884,0.587,8.77583743772493e-42,"4","CD74"
"EPAS11",3.397437824313e-46,1.2512904436305,0.328,0.065,1.09710062222715e-41,"4","EPAS1"
"LAMB11",1.09744764556186e-44,1.49172101741888,0.28,0.051,3.54387793704835e-40,"4","LAMB1"
"IFITM32",4.3849734170146e-42,1.47038812342513,0.852,0.618,1.41599561582235e-37,"4","IFITM3"
"ID31",3.56621160661482e-41,1.3579638171504,0.386,0.096,1.15160105200806e-36,"4","ID3"
"ADAM15",7.23944326466577e-40,1.37285219130777,0.307,0.068,2.33776101902587e-35,"4","ADAM15"
"ADAMTS11",3.0320331186767e-39,1.67937310846588,0.27,0.053,9.79104134683081e-35,"4","ADAMTS1"
"VIM2",1.62421075507479e-37,1.20198576492151,0.799,0.412,5.24490137028751e-33,"4","VIM"
"COL18A11",4.70136998671423e-37,1.12225363180875,0.328,0.079,1.51816639610976e-32,"4","COL18A1"
"HLA.DRB12",1.11453055574236e-35,1.33560714055283,0.783,0.505,3.59904207060322e-31,"4","HLA.DRB1"
"MT.RNR22",1.33858613962836e-35,0.888447133550352,1,1,4.3225623620879e-31,"4","MT.RNR2"
"FKBP1A",1.25029827058496e-32,1.6092656006116,0.481,0.184,4.03746317537294e-28,"4","FKBP1A"
"IFITM22",2.36767736589834e-31,1.12096656032345,0.709,0.347,7.64570374995891e-27,"4","IFITM2"
"CST32",2.1026035567172e-30,1.35351781186635,0.566,0.26,6.78972740535117e-26,"4","CST3"
"MTRNR2L13",1.10173657700391e-23,0.8678349704372,0.836,0.545,3.55772775446103e-19,"4","MTRNR2L1"
"RAB131",6.92943893166462e-22,1.28222237428312,0.36,0.141,2.23765441981314e-17,"4","RAB13"
"POLR2B1",7.33879812280966e-22,1.03816578151192,0.339,0.119,2.36984468981769e-17,"4","POLR2B"
"DUSP231",9.86553900482577e-22,1.05920719090482,0.275,0.085,3.18577985543834e-17,"4","DUSP23"
"MTRNR2L121",7.45318256448026e-21,0.751003028905642,0.899,0.643,2.40678171372197e-16,"4","MTRNR2L12"
"CD592",8.64117335296318e-19,1.14539881209837,0.376,0.16,2.79040769913887e-14,"4","CD59"
"MMP21",7.56768375147556e-18,1.01895550326266,0.28,0.1,2.44375643702649e-13,"4","MMP2"
"HLA.DPB12",1.24172388281253e-16,0.927257735898723,0.392,0.169,4.00977476237821e-12,"4","HLA.DPB1"
"ECE11",4.56464845003654e-16,0.961920828523611,0.37,0.168,1.4740162774858e-11,"4","ECE1"
"APP2",1.58843571695263e-15,1.08247632921557,0.344,0.153,5.12937661718344e-11,"4","APP"
"SPTBN11",6.45921596403046e-15,1.1230084315682,0.291,0.12,2.08581001910472e-10,"4","SPTBN1"
"TIMP12",1.2370601153532e-14,0.725184078372472,0.28,0.108,3.99471452449856e-10,"4","TIMP1"
"GNAI21",3.0766594980471e-14,1.01918882107378,0.45,0.242,9.9351488510937e-10,"4","GNAI2"
"ACTN11",3.98630272978324e-14,1.1203700405937,0.286,0.12,1.2872568775016e-09,"4","ACTN1"
"TMSB101",4.63359661142693e-14,0.621698317298772,0.963,0.903,1.49628101776198e-09,"4","TMSB10"
"CD992",3.46715905528632e-13,0.972477937728234,0.413,0.219,1.11961500213306e-08,"4","CD99"
"CD812",8.23997013127803e-13,1.10150509914407,0.444,0.262,2.6608511547923e-08,"4","CD81"
"PDLIM12",1.2894665305756e-12,0.973217166464006,0.392,0.209,4.16394532053473e-08,"4","PDLIM1"
"HLA.DRA2",2.08179291916023e-11,0.507060380884702,0.556,0.387,6.72252569455223e-07,"4","HLA.DRA"
"GRN1",1.76195917834192e-10,0.803691265280552,0.312,0.158,5.68971857870174e-06,"4","GRN"
"PEA151",3.95606965915576e-10,0.873677414377717,0.323,0.168,1.27749401433458e-05,"4","PEA15"
"RN7SK1",7.12499761707297e-10,1.48635423104929,0.291,0.154,2.3008042305052e-05,"4","RN7SK"
"SRP141",1.28912318669695e-08,0.865441134617628,0.545,0.429,0.000416283659448179,"4","SRP14"
"GUK1",1.97829307276161e-08,0.836653465813313,0.349,0.211,0.00063883039905618,"4","GUK1"
"MYL62",2.63803298364029e-08,0.522540628477605,0.836,0.764,0.000851873611077122,"4","MYL6"
"TM4SF12",1.28996036098328e-07,0.956282151542563,0.402,0.27,0.00416553999768722,"4","TM4SF1"
"LAMA51",1.39870636826008e-07,0.968952115697528,0.339,0.212,0.00451670260438545,"4","LAMA5"
"GSN2",1.57047346034115e-07,0.939027406433925,0.344,0.218,0.00507137289813365,"4","GSN"
"ID11",1.60778331833498e-07,0.817721597977475,0.45,0.322,0.00519185389156731,"4","ID1"
"CMIP",1.65753325246057e-07,0.708942675327971,0.259,0.134,0.00535250637884567,"4","CMIP"
"CYB5R31",1.76299027417246e-07,0.701355277532591,0.259,0.14,0.0056930481933577,"4","CYB5R3"
"CD1512",4.42686401613349e-07,0.710756760332886,0.259,0.141,0.0142952292808983,"4","CD151"
"DSTN2",5.01943015792707e-07,0.789705863476273,0.291,0.168,0.0162087438659781,"4","DSTN"
"CD632",8.01987990073962e-07,0.626048696597698,0.466,0.337,0.0258977961754684,"4","CD63"
"ITM2B1",1.00242840574076e-06,0.782612359557534,0.524,0.423,0.0323704180781806,"4","ITM2B"
"FOS2",1.24840789197067e-06,0.489844577541355,0.64,0.541,0.0403135876475167,"4","FOS"
"CCNL21",3.07384530829165e-06,0.691011373046777,0.376,0.26,0.099260612695354,"4","CCNL2"
"HLA.DPA12",3.71434623330796e-06,0.460454683619379,0.317,0.189,0.119943668565981,"4","HLA.DPA1"
"SOCS31",4.93043416950091e-06,0.699943716012612,0.265,0.155,0.159213580201523,"4","SOCS3"
"HLA.E1",5.70101561705828e-06,0.444452913439457,0.714,0.676,0.184097196306046,"4","HLA.E"
"WSB12",7.74547695164912e-06,0.605077525956045,0.392,0.259,0.250116941722653,"4","WSB1"
"IER32",1.29469064378318e-05,0.590426216651595,0.55,0.466,0.418081502690463,"4","IER3"
"RP11.777B9.51",1.87490269210159e-05,0.748998834071384,0.286,0.187,0.605443577333446,"4","RP11.777B9.5"
"SNX31",2.2613993201178e-05,0.519157927102283,0.254,0.153,0.730251068452439,"4","SNX3"
"SOX42",2.54379538359432e-05,0.559890517041163,0.381,0.276,0.821442405270276,"4","SOX4"
"EFNA12",2.8209104509909e-05,0.654466370658924,0.312,0.211,0.91092840283398,"4","EFNA1"
"RHOB2",9.48242077395656e-05,0.861598863906494,0.28,0.194,1,"4","RHOB"
"ETS21",0.000113133397593251,0.624338380841626,0.307,0.212,1,"4","ETS2"
"TPM41",0.000169601064347046,0.458762469406537,0.407,0.311,1,"4","TPM4"
"APLP21",0.000246073133253635,0.717654466737364,0.254,0.171,1,"4","APLP2"
"CDC37",0.000357556489338011,0.653725144863916,0.45,0.382,1,"4","CDC37"
"NPC22",0.000387381250855195,0.664888950761778,0.339,0.251,1,"4","NPC2"
"HES13",0.000800174677881234,0.75638473459276,0.328,0.257,1,"4","HES1"
"JUNB1",0.00129785738591903,0.271905147545883,0.704,0.675,1,"4","JUNB"
"GADD45B3",0.00143208731477659,0.326379146240029,0.349,0.258,1,"4","GADD45B"
"SPTAN11",0.00177333642316062,0.63430194941789,0.291,0.216,1,"4","SPTAN1"
"IFITM12",0.00202281822499535,0.501142880447914,0.307,0.227,1,"4","IFITM1"
"GNAS2",0.00218800518263007,0.435289124634935,0.561,0.529,1,"4","GNAS"
"MACF1",0.00227023738196683,0.712904898369186,0.275,0.202,1,"4","MACF1"
"MTRNR2L81",0.00272205451610019,0.512641818182244,0.354,0.281,1,"4","MTRNR2L8"
"DUSP12",0.0030204608762851,0.432322422780741,0.259,0.184,1,"4","DUSP1"
"TAPBP2",0.00498089918645187,0.445765599853985,0.265,0.196,1,"4","TAPBP"
"RAB11A",0.0052399699189293,0.516213221811417,0.27,0.205,1,"4","RAB11A"
"RPS61",0.00546458119079841,0.288919429906462,0.794,0.803,1,"4","RPS6"
"NDRG1",0.00588675689543779,0.351852830379537,0.312,0.24,1,"4","NDRG1"
"KLF41",0.0059665967022132,0.482992962435304,0.265,0.201,1,"4","KLF4"
"PTMS1",0.00849752251778932,0.355251707771329,0.661,0.62,1,"4","PTMS"
"TPM31",0.00948668421849805,0.274046785084988,0.524,0.49,1,"4","TPM3"
